WeekDay,Day,Month,Year,Tarih,Saat,Tuketim(MWh)
5,28,7,2017,28.07.2017,11:00,"43.163,39"
5,28,7,2017,28.07.2017,12:00,"41.767,46"
5,28,7,2017,28.07.2017,13:00,"41.149,45"
5,28,7,2017,28.07.2017,14:00,"43.404,99"
5,28,7,2017,28.07.2017,15:00,"43.276,33"
5,28,7,2017,28.07.2017,16:00,"42.784,89"
5,28,7,2017,28.07.2017,17:00,"41.199,39"
5,28,7,2017,28.07.2017,18:00,"39.350,02"
5,28,7,2017,28.07.2017,19:00,"38.713,40"
5,28,7,2017,28.07.2017,20:00,"39.779,47"
5,28,7,2017,28.07.2017,21:00,"39.809,07"
5,28,7,2017,28.07.2017,22:00,"39.162,00"
5,28,7,2017,28.07.2017,23:00,"37.722,51"
6,29,7,2017,29.07.2017,00:00,"35.857,77"
6,29,7,2017,29.07.2017,01:00,"34.272,24"
6,29,7,2017,29.07.2017,02:00,"33.140,23"
6,29,7,2017,29.07.2017,03:00,"31.827,90"
6,29,7,2017,29.07.2017,04:00,"31.531,61"
6,29,7,2017,29.07.2017,05:00,"30.584,32"
6,29,7,2017,29.07.2017,06:00,"29.971,78"
6,29,7,2017,29.07.2017,07:00,"31.117,67"
6,29,7,2017,29.07.2017,08:00,"35.493,19"
6,29,7,2017,29.07.2017,09:00,"38.667,55"
6,29,7,2017,29.07.2017,10:00,"39.892,70"
6,29,7,2017,29.07.2017,11:00,"40.524,76"
6,29,7,2017,29.07.2017,12:00,"39.621,69"
6,29,7,2017,29.07.2017,13:00,"40.062,92"
6,29,7,2017,29.07.2017,14:00,"40.341,15"
6,29,7,2017,29.07.2017,15:00,"40.126,93"
6,29,7,2017,29.07.2017,16:00,"39.460,30"
6,29,7,2017,29.07.2017,17:00,"38.490,87"
6,29,7,2017,29.07.2017,18:00,"37.832,45"
6,29,7,2017,29.07.2017,19:00,"37.585,83"
6,29,7,2017,29.07.2017,20:00,"38.742,16"
6,29,7,2017,29.07.2017,21:00,"38.454,87"
6,29,7,2017,29.07.2017,22:00,"37.908,94"
6,29,7,2017,29.07.2017,23:00,"36.426,81"
7,30,7,2017,30.07.2017,00:00,"34.395,69"
7,30,7,2017,30.07.2017,01:00,"33.036,33"
7,30,7,2017,30.07.2017,02:00,"31.559,48"
7,30,7,2017,30.07.2017,03:00,"30.520,14"
7,30,7,2017,30.07.2017,04:00,"29.979,55"
7,30,7,2017,30.07.2017,05:00,"28.822,83"
7,30,7,2017,30.07.2017,06:00,"27.630,91"
7,30,7,2017,30.07.2017,07:00,"28.147,66"
7,30,7,2017,30.07.2017,08:00,"29.915,34"
7,30,7,2017,30.07.2017,09:00,"32.093,45"
7,30,7,2017,30.07.2017,10:00,"33.573,87"
7,30,7,2017,30.07.2017,11:00,"34.108,56"
7,30,7,2017,30.07.2017,12:00,"34.406,11"
7,30,7,2017,30.07.2017,13:00,"34.747,43"
7,30,7,2017,30.07.2017,14:00,"35.237,11"
7,30,7,2017,30.07.2017,15:00,"35.150,28"
7,30,7,2017,30.07.2017,16:00,"35.014,06"
7,30,7,2017,30.07.2017,17:00,"34.627,00"
7,30,7,2017,30.07.2017,18:00,"34.462,34"
7,30,7,2017,30.07.2017,19:00,"34.888,14"
7,30,7,2017,30.07.2017,20:00,"36.350,97"
7,30,7,2017,30.07.2017,21:00,"36.678,01"
7,30,7,2017,30.07.2017,22:00,"36.648,69"
7,30,7,2017,30.07.2017,23:00,"35.429,01"
1,31,7,2017,31.07.2017,00:00,"33.819,76"
1,31,7,2017,31.07.2017,01:00,"32.105,42"
1,31,7,2017,31.07.2017,02:00,"31.007,70"
1,31,7,2017,31.07.2017,03:00,"30.299,30"
1,31,7,2017,31.07.2017,04:00,"29.898,94"
1,31,7,2017,31.07.2017,05:00,"29.026,73"
1,31,7,2017,31.07.2017,06:00,"28.704,58"
1,31,7,2017,31.07.2017,07:00,"31.158,62"
1,31,7,2017,31.07.2017,08:00,"37.293,52"
1,31,7,2017,31.07.2017,09:00,"40.796,25"
1,31,7,2017,31.07.2017,10:00,"42.056,06"
1,31,7,2017,31.07.2017,11:00,"42.968,05"
1,31,7,2017,31.07.2017,12:00,"42.076,69"
1,31,7,2017,31.07.2017,13:00,"43.225,21"
1,31,7,2017,31.07.2017,14:00,"44.412,30"
1,31,7,2017,31.07.2017,15:00,"44.169,06"
1,31,7,2017,31.07.2017,16:00,"43.669,12"
1,31,7,2017,31.07.2017,17:00,"42.339,48"
1,31,7,2017,31.07.2017,18:00,"40.601,39"
1,31,7,2017,31.07.2017,19:00,"39.900,88"
1,31,7,2017,31.07.2017,20:00,"40.887,84"
1,31,7,2017,31.07.2017,21:00,"40.553,00"
1,31,7,2017,31.07.2017,22:00,"40.329,44"
1,31,7,2017,31.07.2017,23:00,"38.636,71"
2,1,8,2017,1.08.2017,00:00,"36.449,46"
2,1,8,2017,1.08.2017,01:00,"34.909,07"
2,1,8,2017,1.08.2017,02:00,"33.710,18"
2,1,8,2017,1.08.2017,03:00,"32.855,81"
2,1,8,2017,1.08.2017,04:00,"32.387,61"
2,1,8,2017,1.08.2017,05:00,"31.430,37"
2,1,8,2017,1.08.2017,06:00,"30.861,82"
2,1,8,2017,1.08.2017,07:00,"32.724,58"
2,1,8,2017,1.08.2017,08:00,"38.142,00"
2,1,8,2017,1.08.2017,09:00,"41.427,82"
2,1,8,2017,1.08.2017,10:00,"42.455,91"
2,1,8,2017,1.08.2017,11:00,"43.248,46"
2,1,8,2017,1.08.2017,12:00,"42.167,73"
2,1,8,2017,1.08.2017,13:00,"43.445,82"
2,1,8,2017,1.08.2017,14:00,"44.532,80"
2,1,8,2017,1.08.2017,15:00,"44.308,52"
2,1,8,2017,1.08.2017,16:00,"43.975,98"
2,1,8,2017,1.08.2017,17:00,"42.602,97"
2,1,8,2017,1.08.2017,18:00,"40.778,89"
2,1,8,2017,1.08.2017,19:00,"40.143,50"
2,1,8,2017,1.08.2017,20:00,"41.208,46"
2,1,8,2017,1.08.2017,21:00,"40.299,69"
2,1,8,2017,1.08.2017,22:00,"40.567,57"
2,1,8,2017,1.08.2017,23:00,"38.603,19"
3,2,8,2017,2.08.2017,00:00,"36.616,59"
3,2,8,2017,2.08.2017,01:00,"35.088,97"
3,2,8,2017,2.08.2017,02:00,"33.757,31"
3,2,8,2017,2.08.2017,03:00,"33.045,81"
3,2,8,2017,2.08.2017,04:00,"32.732,65"
3,2,8,2017,2.08.2017,05:00,"32.052,53"
3,2,8,2017,2.08.2017,06:00,"31.215,77"
3,2,8,2017,2.08.2017,07:00,"33.020,77"
3,2,8,2017,2.08.2017,08:00,"38.171,10"
3,2,8,2017,2.08.2017,09:00,"41.587,56"
3,2,8,2017,2.08.2017,10:00,"42.949,22"
3,2,8,2017,2.08.2017,11:00,"44.029,17"
3,2,8,2017,2.08.2017,12:00,"42.946,49"
3,2,8,2017,2.08.2017,13:00,"44.091,75"
3,2,8,2017,2.08.2017,14:00,"44.954,50"
3,2,8,2017,2.08.2017,15:00,"44.937,83"
3,2,8,2017,2.08.2017,16:00,"44.624,01"
3,2,8,2017,2.08.2017,17:00,"42.973,31"
3,2,8,2017,2.08.2017,18:00,"41.110,51"
3,2,8,2017,2.08.2017,19:00,"40.520,29"
3,2,8,2017,2.08.2017,20:00,"41.428,09"
3,2,8,2017,2.08.2017,21:00,"41.103,47"
3,2,8,2017,2.08.2017,22:00,"40.738,57"
3,2,8,2017,2.08.2017,23:00,"39.230,20"
4,3,8,2017,3.08.2017,00:00,"37.191,81"
4,3,8,2017,3.08.2017,01:00,"35.333,24"
4,3,8,2017,3.08.2017,02:00,"34.114,15"
4,3,8,2017,3.08.2017,03:00,"33.347,65"
4,3,8,2017,3.08.2017,04:00,"32.780,84"
4,3,8,2017,3.08.2017,05:00,"32.148,58"
4,3,8,2017,3.08.2017,06:00,"31.450,79"
4,3,8,2017,3.08.2017,07:00,"33.382,48"
4,3,8,2017,3.08.2017,08:00,"39.022,10"
4,3,8,2017,3.08.2017,09:00,"42.221,51"
4,3,8,2017,3.08.2017,10:00,"43.635,42"
4,3,8,2017,3.08.2017,11:00,"44.636,65"
4,3,8,2017,3.08.2017,12:00,"43.268,79"
4,3,8,2017,3.08.2017,13:00,"44.750,05"
4,3,8,2017,3.08.2017,14:00,"45.930,68"
4,3,8,2017,3.08.2017,15:00,"45.421,58"
4,3,8,2017,3.08.2017,16:00,"45.029,17"
4,3,8,2017,3.08.2017,17:00,"43.088,76"
4,3,8,2017,3.08.2017,18:00,"40.817,19"
4,3,8,2017,3.08.2017,19:00,"39.963,68"
4,3,8,2017,3.08.2017,20:00,"40.462,46"
4,3,8,2017,3.08.2017,21:00,"40.624,33"
4,3,8,2017,3.08.2017,22:00,"39.911,36"
4,3,8,2017,3.08.2017,23:00,"38.389,66"
5,4,8,2017,4.08.2017,00:00,"36.618,08"
5,4,8,2017,4.08.2017,01:00,"34.650,59"
5,4,8,2017,4.08.2017,02:00,"33.248,50"
5,4,8,2017,4.08.2017,03:00,"32.261,00"
5,4,8,2017,4.08.2017,04:00,"31.883,74"
5,4,8,2017,4.08.2017,05:00,"31.230,70"
5,4,8,2017,4.08.2017,06:00,"30.378,31"
5,4,8,2017,4.08.2017,07:00,"32.603,94"
5,4,8,2017,4.08.2017,08:00,"37.957,23"
5,4,8,2017,4.08.2017,09:00,"41.659,40"
5,4,8,2017,4.08.2017,10:00,"42.946,58"
5,4,8,2017,4.08.2017,11:00,"44.202,79"
5,4,8,2017,4.08.2017,12:00,"43.026,21"
5,4,8,2017,4.08.2017,13:00,"42.426,60"
5,4,8,2017,4.08.2017,14:00,"44.497,69"
5,4,8,2017,4.08.2017,15:00,"44.435,38"
5,4,8,2017,4.08.2017,16:00,"43.768,25"
5,4,8,2017,4.08.2017,17:00,"42.117,37"
5,4,8,2017,4.08.2017,18:00,"39.926,17"
5,4,8,2017,4.08.2017,19:00,"39.036,18"
5,4,8,2017,4.08.2017,20:00,"40.064,18"
5,4,8,2017,4.08.2017,21:00,"39.703,87"
5,4,8,2017,4.08.2017,22:00,"39.182,22"
5,4,8,2017,4.08.2017,23:00,"37.785,36"
6,5,8,2017,5.08.2017,00:00,"35.844,92"
6,5,8,2017,5.08.2017,01:00,"34.201,79"
6,5,8,2017,5.08.2017,02:00,"32.750,03"
6,5,8,2017,5.08.2017,03:00,"31.639,35"
6,5,8,2017,5.08.2017,04:00,"31.287,47"
6,5,8,2017,5.08.2017,05:00,"30.712,24"
6,5,8,2017,5.08.2017,06:00,"29.812,87"
6,5,8,2017,5.08.2017,07:00,"31.229,46"
6,5,8,2017,5.08.2017,08:00,"35.257,77"
6,5,8,2017,5.08.2017,09:00,"38.662,31"
6,5,8,2017,5.08.2017,10:00,"40.441,39"
6,5,8,2017,5.08.2017,11:00,"41.284,71"
6,5,8,2017,5.08.2017,12:00,"40.411,33"
6,5,8,2017,5.08.2017,13:00,"41.078,06"
6,5,8,2017,5.08.2017,14:00,"41.413,97"
6,5,8,2017,5.08.2017,15:00,"40.984,83"
6,5,8,2017,5.08.2017,16:00,"40.379,45"
6,5,8,2017,5.08.2017,17:00,"38.965,57"
6,5,8,2017,5.08.2017,18:00,"38.191,34"
6,5,8,2017,5.08.2017,19:00,"37.884,92"
6,5,8,2017,5.08.2017,20:00,"39.040,00"
6,5,8,2017,5.08.2017,21:00,"38.848,52"
6,5,8,2017,5.08.2017,22:00,"37.960,51"
6,5,8,2017,5.08.2017,23:00,"36.611,67"
7,6,8,2017,6.08.2017,00:00,"34.702,65"
7,6,8,2017,6.08.2017,01:00,"33.067,21"
7,6,8,2017,6.08.2017,02:00,"31.473,54"
7,6,8,2017,6.08.2017,03:00,"30.237,81"
7,6,8,2017,6.08.2017,04:00,"29.762,75"
7,6,8,2017,6.08.2017,05:00,"28.950,03"
7,6,8,2017,6.08.2017,06:00,"27.779,16"
7,6,8,2017,6.08.2017,07:00,"28.119,54"
7,6,8,2017,6.08.2017,08:00,"29.852,45"
7,6,8,2017,6.08.2017,09:00,"31.883,48"
7,6,8,2017,6.08.2017,10:00,"33.915,08"
7,6,8,2017,6.08.2017,11:00,"34.832,19"
7,6,8,2017,6.08.2017,12:00,"35.233,94"
7,6,8,2017,6.08.2017,13:00,"36.066,58"
7,6,8,2017,6.08.2017,14:00,"36.341,55"
7,6,8,2017,6.08.2017,15:00,"35.924,94"
7,6,8,2017,6.08.2017,16:00,"35.652,56"
7,6,8,2017,6.08.2017,17:00,"34.993,85"
7,6,8,2017,6.08.2017,18:00,"34.702,91"
7,6,8,2017,6.08.2017,19:00,"35.116,53"
7,6,8,2017,6.08.2017,20:00,"36.766,30"
7,6,8,2017,6.08.2017,21:00,"36.948,55"
7,6,8,2017,6.08.2017,22:00,"36.415,70"
7,6,8,2017,6.08.2017,23:00,"35.401,32"
1,7,8,2017,7.08.2017,00:00,"33.629,38"
1,7,8,2017,7.08.2017,01:00,"32.182,77"
1,7,8,2017,7.08.2017,02:00,"30.801,15"
1,7,8,2017,7.08.2017,03:00,"30.043,06"
1,7,8,2017,7.08.2017,04:00,"29.611,83"
1,7,8,2017,7.08.2017,05:00,"29.086,44"
1,7,8,2017,7.08.2017,06:00,"28.765,59"
1,7,8,2017,7.08.2017,07:00,"30.845,71"
1,7,8,2017,7.08.2017,08:00,"37.481,97"
1,7,8,2017,7.08.2017,09:00,"41.567,92"
1,7,8,2017,7.08.2017,10:00,"43.333,18"
1,7,8,2017,7.08.2017,11:00,"44.548,68"
1,7,8,2017,7.08.2017,12:00,"43.682,56"
1,7,8,2017,7.08.2017,13:00,"44.513,14"
1,7,8,2017,7.08.2017,14:00,"45.817,78"
1,7,8,2017,7.08.2017,15:00,"45.652,16"
1,7,8,2017,7.08.2017,16:00,"45.196,29"
1,7,8,2017,7.08.2017,17:00,"43.504,46"
1,7,8,2017,7.08.2017,18:00,"41.325,67"
1,7,8,2017,7.08.2017,19:00,"40.518,43"
1,7,8,2017,7.08.2017,20:00,"41.922,50"
1,7,8,2017,7.08.2017,21:00,"41.442,74"
1,7,8,2017,7.08.2017,22:00,"40.696,22"
1,7,8,2017,7.08.2017,23:00,"39.264,58"
2,8,8,2017,8.08.2017,00:00,"37.138,02"
2,8,8,2017,8.08.2017,01:00,"35.331,29"
2,8,8,2017,8.08.2017,02:00,"33.711,70"
2,8,8,2017,8.08.2017,03:00,"32.682,65"
2,8,8,2017,8.08.2017,04:00,"32.349,28"
2,8,8,2017,8.08.2017,05:00,"31.891,53"
2,8,8,2017,8.08.2017,06:00,"31.405,11"
2,8,8,2017,8.08.2017,07:00,"33.273,64"
2,8,8,2017,8.08.2017,08:00,"38.781,77"
2,8,8,2017,8.08.2017,09:00,"42.383,40"
2,8,8,2017,8.08.2017,10:00,"44.173,46"
2,8,8,2017,8.08.2017,11:00,"45.058,54"
2,8,8,2017,8.08.2017,12:00,"44.250,86"
2,8,8,2017,8.08.2017,13:00,"45.290,43"
2,8,8,2017,8.08.2017,14:00,"45.994,38"
2,8,8,2017,8.08.2017,15:00,"45.709,26"
2,8,8,2017,8.08.2017,16:00,"45.183,02"
2,8,8,2017,8.08.2017,17:00,"43.922,56"
2,8,8,2017,8.08.2017,18:00,"41.947,09"
2,8,8,2017,8.08.2017,19:00,"41.634,19"
2,8,8,2017,8.08.2017,20:00,"42.622,40"
2,8,8,2017,8.08.2017,21:00,"41.794,65"
2,8,8,2017,8.08.2017,22:00,"41.143,64"
2,8,8,2017,8.08.2017,23:00,"39.761,29"
3,9,8,2017,9.08.2017,00:00,"37.776,95"
3,9,8,2017,9.08.2017,01:00,"35.964,76"
3,9,8,2017,9.08.2017,02:00,"34.428,97"
3,9,8,2017,9.08.2017,03:00,"33.534,09"
3,9,8,2017,9.08.2017,04:00,"32.905,66"
3,9,8,2017,9.08.2017,05:00,"32.429,43"
3,9,8,2017,9.08.2017,06:00,"31.533,99"
3,9,8,2017,9.08.2017,07:00,"33.781,04"
3,9,8,2017,9.08.2017,08:00,"39.310,24"
3,9,8,2017,9.08.2017,09:00,"42.882,70"
3,9,8,2017,9.08.2017,10:00,"44.395,39"
3,9,8,2017,9.08.2017,11:00,"45.549,09"
3,9,8,2017,9.08.2017,12:00,"44.382,75"
3,9,8,2017,9.08.2017,13:00,"45.666,34"
3,9,8,2017,9.08.2017,14:00,"46.840,07"
3,9,8,2017,9.08.2017,15:00,"46.598,04"
3,9,8,2017,9.08.2017,16:00,"45.836,67"
3,9,8,2017,9.08.2017,17:00,"44.385,78"
3,9,8,2017,9.08.2017,18:00,"42.370,02"
3,9,8,2017,9.08.2017,19:00,"41.463,44"
3,9,8,2017,9.08.2017,20:00,"42.181,18"
3,9,8,2017,9.08.2017,21:00,"41.519,44"
3,9,8,2017,9.08.2017,22:00,"41.172,59"
3,9,8,2017,9.08.2017,23:00,"39.740,16"
4,10,8,2017,10.08.2017,00:00,"37.143,54"
4,10,8,2017,10.08.2017,01:00,"35.530,47"
4,10,8,2017,10.08.2017,02:00,"33.998,50"
4,10,8,2017,10.08.2017,03:00,"33.462,10"
4,10,8,2017,10.08.2017,04:00,"33.152,98"
4,10,8,2017,10.08.2017,05:00,"32.514,79"
4,10,8,2017,10.08.2017,06:00,"31.801,18"
4,10,8,2017,10.08.2017,07:00,"33.873,93"
4,10,8,2017,10.08.2017,08:00,"39.223,37"
4,10,8,2017,10.08.2017,09:00,"42.680,94"
4,10,8,2017,10.08.2017,10:00,"43.909,51"
4,10,8,2017,10.08.2017,11:00,"45.025,05"
4,10,8,2017,10.08.2017,12:00,"43.918,43"
4,10,8,2017,10.08.2017,13:00,"45.148,94"
4,10,8,2017,10.08.2017,14:00,"46.274,30"
4,10,8,2017,10.08.2017,15:00,"46.016,43"
4,10,8,2017,10.08.2017,16:00,"45.430,81"
4,10,8,2017,10.08.2017,17:00,"44.105,81"
4,10,8,2017,10.08.2017,18:00,"42.356,09"
4,10,8,2017,10.08.2017,19:00,"41.731,70"
4,10,8,2017,10.08.2017,20:00,"42.638,95"
4,10,8,2017,10.08.2017,21:00,"42.201,81"
4,10,8,2017,10.08.2017,22:00,"41.231,85"
4,10,8,2017,10.08.2017,23:00,"40.151,58"
5,11,8,2017,11.08.2017,00:00,"37.741,73"
5,11,8,2017,11.08.2017,01:00,"35.916,90"
5,11,8,2017,11.08.2017,02:00,"34.630,06"
5,11,8,2017,11.08.2017,03:00,"33.701,44"
5,11,8,2017,11.08.2017,04:00,"33.217,98"
5,11,8,2017,11.08.2017,05:00,"32.468,97"
5,11,8,2017,11.08.2017,06:00,"31.712,05"
5,11,8,2017,11.08.2017,07:00,"33.966,27"
5,11,8,2017,11.08.2017,08:00,"39.338,53"
5,11,8,2017,11.08.2017,09:00,"43.001,20"
5,11,8,2017,11.08.2017,10:00,"44.545,61"
5,11,8,2017,11.08.2017,11:00,"45.493,69"
5,11,8,2017,11.08.2017,12:00,"44.098,39"
5,11,8,2017,11.08.2017,13:00,"43.817,28"
5,11,8,2017,11.08.2017,14:00,"46.305,57"
5,11,8,2017,11.08.2017,15:00,"46.347,49"
5,11,8,2017,11.08.2017,16:00,"45.895,08"
5,11,8,2017,11.08.2017,17:00,"44.388,91"
5,11,8,2017,11.08.2017,18:00,"42.007,32"
5,11,8,2017,11.08.2017,19:00,"41.518,59"
5,11,8,2017,11.08.2017,20:00,"42.430,25"
5,11,8,2017,11.08.2017,21:00,"41.847,41"
5,11,8,2017,11.08.2017,22:00,"41.102,01"
5,11,8,2017,11.08.2017,23:00,"39.227,00"
6,12,8,2017,12.08.2017,00:00,"37.698,70"
6,12,8,2017,12.08.2017,01:00,"36.049,67"
6,12,8,2017,12.08.2017,02:00,"34.520,91"
6,12,8,2017,12.08.2017,03:00,"33.646,75"
6,12,8,2017,12.08.2017,04:00,"32.980,11"
6,12,8,2017,12.08.2017,05:00,"32.693,29"
6,12,8,2017,12.08.2017,06:00,"31.094,03"
6,12,8,2017,12.08.2017,07:00,"32.627,55"
6,12,8,2017,12.08.2017,08:00,"37.159,72"
6,12,8,2017,12.08.2017,09:00,"40.154,40"
6,12,8,2017,12.08.2017,10:00,"41.763,93"
6,12,8,2017,12.08.2017,11:00,"42.936,28"
6,12,8,2017,12.08.2017,12:00,"41.860,07"
6,12,8,2017,12.08.2017,13:00,"42.341,08"
6,12,8,2017,12.08.2017,14:00,"42.775,74"
6,12,8,2017,12.08.2017,15:00,"41.980,52"
6,12,8,2017,12.08.2017,16:00,"41.422,51"
6,12,8,2017,12.08.2017,17:00,"40.457,89"
6,12,8,2017,12.08.2017,18:00,"39.779,38"
6,12,8,2017,12.08.2017,19:00,"39.607,72"
6,12,8,2017,12.08.2017,20:00,"40.440,11"
6,12,8,2017,12.08.2017,21:00,"39.900,28"
6,12,8,2017,12.08.2017,22:00,"39.151,52"
6,12,8,2017,12.08.2017,23:00,"37.501,47"
7,13,8,2017,13.08.2017,00:00,"35.630,95"
7,13,8,2017,13.08.2017,01:00,"33.834,25"
7,13,8,2017,13.08.2017,02:00,"32.591,20"
7,13,8,2017,13.08.2017,03:00,"31.811,72"
7,13,8,2017,13.08.2017,04:00,"31.021,85"
7,13,8,2017,13.08.2017,05:00,"30.504,97"
7,13,8,2017,13.08.2017,06:00,"28.842,92"
7,13,8,2017,13.08.2017,07:00,"29.255,26"
7,13,8,2017,13.08.2017,08:00,"30.823,12"
7,13,8,2017,13.08.2017,09:00,"32.746,25"
7,13,8,2017,13.08.2017,10:00,"34.400,16"
7,13,8,2017,13.08.2017,11:00,"35.381,89"
7,13,8,2017,13.08.2017,12:00,"35.495,86"
7,13,8,2017,13.08.2017,13:00,"36.269,43"
7,13,8,2017,13.08.2017,14:00,"36.499,96"
7,13,8,2017,13.08.2017,15:00,"36.550,06"
7,13,8,2017,13.08.2017,16:00,"36.089,23"
7,13,8,2017,13.08.2017,17:00,"35.665,72"
7,13,8,2017,13.08.2017,18:00,"35.736,92"
7,13,8,2017,13.08.2017,19:00,"36.175,47"
7,13,8,2017,13.08.2017,20:00,"37.998,81"
7,13,8,2017,13.08.2017,21:00,"37.593,90"
7,13,8,2017,13.08.2017,22:00,"37.188,59"
7,13,8,2017,13.08.2017,23:00,"36.007,88"
1,14,8,2017,14.08.2017,00:00,"34.545,77"
1,14,8,2017,14.08.2017,01:00,"32.709,89"
1,14,8,2017,14.08.2017,02:00,"31.620,95"
1,14,8,2017,14.08.2017,03:00,"31.266,81"
1,14,8,2017,14.08.2017,04:00,"30.601,21"
1,14,8,2017,14.08.2017,05:00,"30.353,39"
1,14,8,2017,14.08.2017,06:00,"29.530,51"
1,14,8,2017,14.08.2017,07:00,"31.918,61"
1,14,8,2017,14.08.2017,08:00,"38.174,08"
1,14,8,2017,14.08.2017,09:00,"41.680,95"
1,14,8,2017,14.08.2017,10:00,"43.072,36"
1,14,8,2017,14.08.2017,11:00,"44.098,86"
1,14,8,2017,14.08.2017,12:00,"43.019,12"
1,14,8,2017,14.08.2017,13:00,"44.286,86"
1,14,8,2017,14.08.2017,14:00,"45.513,10"
1,14,8,2017,14.08.2017,15:00,"45.151,68"
1,14,8,2017,14.08.2017,16:00,"44.685,49"
1,14,8,2017,14.08.2017,17:00,"43.092,00"
1,14,8,2017,14.08.2017,18:00,"41.263,33"
1,14,8,2017,14.08.2017,19:00,"40.697,02"
1,14,8,2017,14.08.2017,20:00,"41.644,44"
1,14,8,2017,14.08.2017,21:00,"40.999,87"
1,14,8,2017,14.08.2017,22:00,"40.246,12"
1,14,8,2017,14.08.2017,23:00,"39.070,68"
2,15,8,2017,15.08.2017,00:00,"36.744,24"
2,15,8,2017,15.08.2017,01:00,"35.109,38"
2,15,8,2017,15.08.2017,02:00,"33.856,66"
2,15,8,2017,15.08.2017,03:00,"33.232,00"
2,15,8,2017,15.08.2017,04:00,"32.764,55"
2,15,8,2017,15.08.2017,05:00,"32.279,06"
2,15,8,2017,15.08.2017,06:00,"31.033,31"
2,15,8,2017,15.08.2017,07:00,"33.063,43"
2,15,8,2017,15.08.2017,08:00,"38.379,26"
2,15,8,2017,15.08.2017,09:00,"41.723,55"
2,15,8,2017,15.08.2017,10:00,"42.878,50"
2,15,8,2017,15.08.2017,11:00,"43.621,56"
2,15,8,2017,15.08.2017,12:00,"42.653,70"
2,15,8,2017,15.08.2017,13:00,"43.542,46"
2,15,8,2017,15.08.2017,14:00,"44.638,79"
2,15,8,2017,15.08.2017,15:00,"44.325,21"
2,15,8,2017,15.08.2017,16:00,"43.470,28"
2,15,8,2017,15.08.2017,17:00,"42.222,27"
2,15,8,2017,15.08.2017,18:00,"40.569,64"
2,15,8,2017,15.08.2017,19:00,"40.181,61"
2,15,8,2017,15.08.2017,20:00,"41.271,85"
2,15,8,2017,15.08.2017,21:00,"40.389,55"
2,15,8,2017,15.08.2017,22:00,"39.556,28"
2,15,8,2017,15.08.2017,23:00,"38.602,98"
3,16,8,2017,16.08.2017,00:00,"36.262,08"
3,16,8,2017,16.08.2017,01:00,"34.443,95"
3,16,8,2017,16.08.2017,02:00,"33.474,44"
3,16,8,2017,16.08.2017,03:00,"32.920,56"
3,16,8,2017,16.08.2017,04:00,"32.608,43"
3,16,8,2017,16.08.2017,05:00,"32.179,93"
3,16,8,2017,16.08.2017,06:00,"30.775,74"
3,16,8,2017,16.08.2017,07:00,"33.137,40"
3,16,8,2017,16.08.2017,08:00,"38.572,36"
3,16,8,2017,16.08.2017,09:00,"42.369,27"
3,16,8,2017,16.08.2017,10:00,"42.780,69"
3,16,8,2017,16.08.2017,11:00,"44.044,66"
3,16,8,2017,16.08.2017,12:00,"42.691,81"
3,16,8,2017,16.08.2017,13:00,"43.533,20"
3,16,8,2017,16.08.2017,14:00,"44.606,85"
3,16,8,2017,16.08.2017,15:00,"44.490,74"
3,16,8,2017,16.08.2017,16:00,"44.040,41"
3,16,8,2017,16.08.2017,17:00,"42.184,02"
3,16,8,2017,16.08.2017,18:00,"40.650,44"
3,16,8,2017,16.08.2017,19:00,"40.302,68"
3,16,8,2017,16.08.2017,20:00,"41.319,70"
3,16,8,2017,16.08.2017,21:00,"40.611,08"
3,16,8,2017,16.08.2017,22:00,"40.019,10"
3,16,8,2017,16.08.2017,23:00,"38.308,10"
4,17,8,2017,17.08.2017,00:00,"36.006,69"
4,17,8,2017,17.08.2017,01:00,"34.513,03"
4,17,8,2017,17.08.2017,02:00,"33.280,08"
4,17,8,2017,17.08.2017,03:00,"32.660,15"
4,17,8,2017,17.08.2017,04:00,"32.386,71"
4,17,8,2017,17.08.2017,05:00,"32.036,68"
4,17,8,2017,17.08.2017,06:00,"31.034,37"
4,17,8,2017,17.08.2017,07:00,"32.659,61"
4,17,8,2017,17.08.2017,08:00,"38.375,84"
4,17,8,2017,17.08.2017,09:00,"41.183,39"
4,17,8,2017,17.08.2017,10:00,"42.458,78"
4,17,8,2017,17.08.2017,11:00,"43.477,32"
4,17,8,2017,17.08.2017,12:00,"42.332,56"
4,17,8,2017,17.08.2017,13:00,"43.481,03"
4,17,8,2017,17.08.2017,14:00,"44.543,95"
4,17,8,2017,17.08.2017,15:00,"44.290,27"
4,17,8,2017,17.08.2017,16:00,"43.678,08"
4,17,8,2017,17.08.2017,17:00,"41.718,65"
4,17,8,2017,17.08.2017,18:00,"40.725,43"
4,17,8,2017,17.08.2017,19:00,"40.223,75"
4,17,8,2017,17.08.2017,20:00,"41.140,75"
4,17,8,2017,17.08.2017,21:00,"40.416,39"
4,17,8,2017,17.08.2017,22:00,"39.686,54"
4,17,8,2017,17.08.2017,23:00,"37.747,29"
5,18,8,2017,18.08.2017,00:00,"36.015,34"
5,18,8,2017,18.08.2017,01:00,"34.182,17"
5,18,8,2017,18.08.2017,02:00,"33.281,93"
5,18,8,2017,18.08.2017,03:00,"32.618,52"
5,18,8,2017,18.08.2017,04:00,"32.135,78"
